pattern_id,raw_name,wrong_name,wrong_en,row_count,dish_examples,verdict,reason,row_ids
1,nước tương,nước,water,203,Tôm rim bơ tỏi | Cơm Chiên Gà Rau Củ,DIFFERENT,Nước tương và nước lọc là hai loại lỏng khác nhau,"20933,20946,20979,21145,21436,21481,21523,21563,21594,21633,21660,21889,22557,22830,22946,22969,23058,23109,23340,23767,23946,23974,24441,24457,25075,25378,26849,27123,27344,27819,27934,28296,28342,28535,28639,28721,29072,29165,29254,29492,29798,29823,29864,30098,30153,30167,30256,30345,30486,30504,31057,31077,31125,31155,31204,31307,31394,31455,31474,31548,31595,31645,31660,31716,31751,32091,32244,32322,32779,32850,32884,33065,33073,33154,33195,33255,33273,33431,33493,33689,33734,33930,33967,34029,34808,35270,35387,35480,35501,35512,35595,35695,35871,36815,36938,37019,37318,37381,37389,37512,37602,37634,37650,37813,38014,38086,38094,38315,38461,38618,38867,39037,39210,39238,39365,39385,39528,39551,40264,40634,40798,40804,41348,41388,42077,42149,42186,42263,42314,42436,42526,42665,42807,44709,46158,46466,46490,46549,46979,47339,47430,47501,47574,47821,47909,47917,48032,50083,51067,51112,51196,51242,51511,52871,52901,53196,53232,53550,53567,53625,53726,53815,53831,53843,54126,54302,54576,58495,60229,60892,60907,60913,60932,60998,61008,61077,61621,61652,61768,62028,62177,62185,62275,62319,62418,62441,62590,62876,62900,62925,63040,63274,63379,63486,63517,63664,63721,63765,63843,63915,63951,64100,64130"
1921,Hành lá hành khô mùi tàu gừng,hành lá,green onion,1,Mì Chũ nấu xương đuôi heo,DIFFERENT,"Hỗn hợp rau gia vị, không chỉ hành",28197
1922,lòng gà tim gan mề,tim gà,chicken heart,1,Nấm xào tim gan mề gà,DIFFERENT,"Hỗn hợp lòng, gan, mề và tim",28215
1924,mắm nên,nước mắm,fish sauce,1,Thịt Ba Chỉ Luộc Chấm Mắm Nêm,DIFFERENT,Mắm nêm khác nước mắm,28324
1927,Bã đậu,đậu xanh,mung beans,1,Bánh tôm đậu nành,DIFFERENT,Bã đậu nành khác đậu xanh,28355
1928,Hành khô hành lá gia vị,hành lá,green onion,1,"Canh rau, củ, nấm",DIFFERENT,"Hỗn hợp hành lá, hành khô, gia vị",28366
1930,bã đậu,đậu xanh,mung beans,1,Viên thịt bã đậu chiên,DIFFERENT,Bã đậu nành khác đậu xanh,28384
1931,dạ dày cá basa,bao tử heo,pork stomach,1,Dạ cá basa khìa nước dừa,DIFFERENT,Dạ dày cá khác bao tử heo,28421
1932,chả cá măng,măng,bamboo shoots,1,"Chả Cá, Trứng Cút Chiên Sốt Cà Chua Chấm Rau Sống",DIFFERENT,Chả cá măng khác măng (rau),28457
1933,cà chua beef cắt múi,thịt bò,beef,1,"Chả Cá, Trứng Cút Chiên Sốt Cà Chua Chấm Rau Sống",DIFFERENT,Cà chua beef khác thịt bò,28461
1937,Xốt salad,salad,salad,1,Salad cải kale rau mầm,DIFFERENT,Xốt salad khác rau salad,28617
1940,hành tỏi xay,tỏi,garlic,1,"Má heo, mõm heo khìa nước dừa",DIFFERENT,Gồm cả hành và tỏi,28661
1942,kicap,mùi tây,parsley,1,Râu mực xào lá quế,DIFFERENT,"Kicap là nước tương, không phải mùi tây",28686
1943,tương lạt,tương ớt,chili sauce,1,Râu Mực Luộc Sả Mắm Ăn Kèm Bí Ngòi Áp Chảo,DIFFERENT,Tương lạt khác tương ớt,28722
1944,ường bột nêmnước mắm,Bột (chung),flour,1,Ruốc cá hồi bổ dưỡng cho cả nhà,DIFFERENT,Hỗn hợp gia vị không phải bột,28734
1946,kim chi su hào hoặc kim chi cải thảo kim chi củ cải vv,su su,chayote,1,Canh Kim Chi Râu Mực,DIFFERENT,Su hào/cải thảo khác su su,28743
1949,cáy còng đỏ ba khía,giò heo,pork hock,1,Canh mùng tơi rau đay nấu cáy còng đỏ (ba khía),DIFFERENT,"Cáy còng là cua, khác giò heo",28826
1951,cá đùi gà,đùi gà,chicken drumstick,1,Cá đùi gà chiên giòn,DIFFERENT,"Cá đùi gà là cá, không phải gà",28873
1953,nước dashi hoặc nước lọc,nước,water,1,"Cơm Nát, Cá chưng nước tương cho bé",DIFFERENT,"Nước dashi là nước dùng, khác nước lọc",28897
1958,cần tây hành Tây,hành tây,onion,1,Mực xào ớt chuông 😋,DIFFERENT,Gồm cả cần tây và hành tây,28938
1961,cá đùi gà nắng,đùi gà,chicken drumstick,1,Cá đùi gà kho keo,DIFFERENT,"Cá đùi gà là cá, không phải gà",29004
1962,Rau củ quả các loại bạn thích loại nào thì dùng loại đó nhen Nhiều hay ít,rau sống,fresh herbs,1,Mì udon trộn sốt teriyaki và rau củ xào,DIFFERENT,Rau củ quả khác rau sống,29014
1964,hành tỏi khô,tỏi,garlic,1,Mì udon trộn sốt teriyaki và rau củ xào,DIFFERENT,Gồm hành khô và tỏi khô,29019
1965,Thịt lợn thịt bò thái mỏng,thịt bò,beef,1,Mì tôm thịt,DIFFERENT,Gồm cả thịt lợn và thịt bò,29021
1966,cà bát tương ứng quả,cà tím,eggplant,1,Cà bát luộc chấm mắm tôm,DIFFERENT,Cà bát khác cà tím,29044
1967,Nước ngâm cà khử độc,cà tím,eggplant,1,Cà Bát Xanh Muối Xổi Trộn Mắm Tôm,DIFFERENT,Nước ngâm không phải là quả cà,29058
1969,cà chín tới,cà tím,eggplant,1,Cá thu sốt cà phiên bản lười,DIFFERENT,Cà chua khác cà tím,29102
1974,bánh canh bột gạo loại có sẵn ngoài chợ,Bột (chung),flour,1,Bánh canh gà nấm :):),DIFFERENT,"Bánh canh làm từ bột, không phải bột",29182
1977,Bún hoặc phở,bún,rice vermicelli,1,Phở trộn thịt gà xào,DIFFERENT,Phở khác bún,29314
1978,Rau thơm các loại nhất định phải có rau kinh giới và rau ngổ ngò,rau om,rice paddy herb,1,Nộm rau muống tép,DIFFERENT,Rau ngổ khác rau om,29340
1980,hành tím cọng hành lá,hành lá,green onion,1,Trứng chiên với thịt heo và lá lốt,DIFFERENT,Gồm hành tím và hành lá,29353
1981,Lạc vừng đã rang,đậu phộng,peanut,1,Nộm rau muống,DIFFERENT,"Lạc là đậu phộng, vừng là mè",29356
1982,Mắm chanh ớt tỏi,ớt,chili pepper,1,Nộm rau muống,DIFFERENT,"Hỗn hợp gia vị, không chỉ ớt",29357
1984,Hành khô tỏi bột nghệ,tỏi,garlic,1,Cơm chiên rau củ,DIFFERENT,Hỗn hợp nhiều loại gia vị,29363
1985,Rau thơm lạc rang nếu có,đậu phộng,peanut,1,Gỏi rau tiến vua tôm thịt,DIFFERENT,Gồm rau thơm và lạc rang,29367
1986,củ cà rốt củ khoai tây củ hành tây,rau tạp,mixed greens,1,Cơm cà ri bò kiểu Nhật,DIFFERENT,Các loại củ cụ thể khác rau tạp,29383
1989,hành khô quả trứng,Trứng gà,Chicken Egg,1,Thịt thăn heo chiên xù,DIFFERENT,Gồm hành khô và trứng,29428
1991,Rau cải quả cà chua rau thì là hành ngò gai của tùng gia đình vài lát gừng,cà chua,tomato,1,Bún cá mùa hè,DIFFERENT,Hỗn hợp nhiều loại rau quả,29437
1992,kg khổ hoa mướp đắng,mướp,luffa,1,Lẩu chả cá thác lác khổ qua,DIFFERENT,Khổ qua khác mướp,29449
1993,Khoai sọ gram khoảng củ nhỡ,khoai mỡ,purple yam,1,Canh xương khoai sọ rau muống,DIFFERENT,Khoai sọ khác khoai mỡ,29466
1998,ường dầu ăn mắm dầu hào,nước mắm,fish sauce,1,Gà kho nấm hương chua ngọt,DIFFERENT,Hỗn hợp nhiều loại gia vị,29542
1999,Màu lá dứa và nếp cẩm,dứa,pineapple,1,Rau câu pha lê,DIFFERENT,Lá dứa khác quả dứa,29556
2018,thịt nạc dê,nạc heo,lean pork,1,Cháo thịt dê đậu xanh,DIFFERENT,Thịt dê khác hoàn toàn thịt heo,29814
2020,cá nục nướng than hoa Nghệ An con,củ nghệ,turmeric root,1,Cá nục Nghệ An nướng than hoa sốt cà chua Thanh Hoá,DIFFERENT,Địa danh Nghệ An không phải củ nghệ,29830
2021,Riêu tôm thịt xay sẵn,tôm thẻ loại to,shrimp,1,"Bún Riêu không cần cua vẫn thơm ngon, siêu dễ",DIFFERENT,Riêu tôm thịt xay khác tôm thẻ nguyên con,29843
2022,Súp Lơ,súp,soup,1,Rau Củ Quả Hầm Kem (Chay),DIFFERENT,"Súp lơ là rau, súp là món ăn",29852
2024,củ khoai sọ sót lại,khoai mỡ,purple yam,1,Gân bò hầm khoai sọ,DIFFERENT,Khoai sọ và khoai mỡ là hai loại khác,29885
2025,cá bò to,thịt bò,beef,1,Cá bò nướng muối ớt,DIFFERENT,"Cá bò là cá, không phải thịt bò",29902
2032,su hào to,su su,chayote,1,"Hà xào su hào, rau cần",DIFFERENT,Su hào và su su là hai loại khác,30012
2033,hoa tỏi ba góc onion weed tỏi hoa ng three cornered leek,hành lá,green onion,1,Cá John Dory (Cá Dây Nhật) Nướng Bơ & Hoa Tỏi Ba Góc,DIFFERENT,"Hoa tỏi thuộc họ hành tỏi, không phải hành lá",30022
2043,cu Cà rôthanh lahanh tim,cà tím,eggplant,1,Giò sống trộn nấm hương chiên,DIFFERENT,"Cà rốt, hành khác hoàn toàn cà tím",30177
2044,mực lá g,lá,leaves,1,Bún riêu hải sản,DIFFERENT,"Mực lá là hải sản, không phải lá",30179
2049,rau rocket,nước,water,1,Beef & Reef Salad,DIFFERENT,"Rau rocket là rau, không phải nước",30231
2064,Rau củ cắt sẵn đông lạnh,rau sống,fresh herbs,1,Mì xào bò viên rau củ,DIFFERENT,Rau củ đông lạnh khác rau sống tươi,30518
2072,rổ rau càng cua to,cua,crab,1,Rau càng cua trộn ruốc xào & trứng luộc,DIFFERENT,"Rau càng cua là rau, không phải cua",30683
2079,Gia vị pizza hương thảo lá xô thơm húng tây khô,bánh pizza,pizza,1,Pizza đế mỏng kiểu Florence (vị nấm),DIFFERENT,Gia vị thảo mộc khác đế bánh pizza,30747
2081,bắp Ngô nếp tách hạt giã dập,gạo nếp,glutinous rice,1,Chả tôm thịt rong biển,DIFFERENT,"Bắp nếp là ngô, không phải gạo nếp",30761
2083,chanh me,chanh,lime,1,Canh cá hồi nấu ngót,DIFFERENT,Chanh và me là hai vị chua khác,30772
2092,qua chanh dây,chanh,lime,1,Cá hồi xốt chanh dây,DIFFERENT,Chanh dây khác hoàn toàn quả chanh,30865
2096,thịt lợn lạc,đậu phộng,peanut,1,Thịt cuốn rau củ tẩm bột rán,DIFFERENT,Thịt lợn nạc khác hoàn toàn đậu phộng,30905
2097,su hào vừađịnh mua đỗ xanh mà không có hixhix,su su,chayote,1,Thịt cuốn rau củ tẩm bột rán,DIFFERENT,Su hào và su su là hai loại khác,30907
2101,nước tương nhật kikkoman,nước,water,1,Cơm Bò Truffle Ponzu,DIFFERENT,"Nước tương là gia vị, không phải nước lọc",30978
2102,húng quế tây basil,Mè (Vừng),sesame seeds,1,Cua Đi Picnic,DIFFERENT,Húng quế tây khác hoàn toàn mè (vừng),30995
2108,cá trèn,cá ngạnh,catfish,1,Cá trèn chiên giòn,DIFFERENT,Cá trèn và cá ngạnh là hai loài khác nhau,31224
2110,cá điêu hồng khoảng khoanh,cá hồng,snapper,1,Cá điêu hồng kho lạt,DIFFERENT,Cá điêu hồng khác loài với cá hồng biển,31250
2112,Xà lách gr,bún,rice vermicelli,1,Xà Lách Trộn Thịt Bò,DIFFERENT,"Xà lách là rau, không phải bún",31275
2118,Rau thơm như húng bạc hà húng Hà Nội rau mùi ta,bạc hà,mint,1,Salad xoài rau xanh dầu dấm,DIFFERENT,"Húng/mùi là rau thơm, khác bạc hà (dọc mùng)",31356
2120,cá rô bí,bí ngòi vàng,yellow zucchini,1,Cá Rô Bí Kho Tiêu,DIFFERENT,"Cá rô bí là cá, không phải bí ngòi",31393
2123,cá măng g,măng,bamboo shoots,1,Cá Măng Chiên Giòn,DIFFERENT,"Cá măng là cá, không phải măng thực vật",31408
2135,su hào thái con chì,su su,chayote,1,Canh thịt viên (món canh chung cho các loại rau củ),DIFFERENT,Su hào khác hoàn toàn su su,31554
2140,Nước ép lá dứa,dứa,pineapple,1,Thạch rau câu sợi lá dứa – cốt dừa – café,DIFFERENT,Lá dứa (lá nếp) khác quả dứa (thơm),31652
2141,Nước tương Maggi thanh dịu,nước,water,1,Nấm nướng giấy bạc eat clean,DIFFERENT,"Nước tương là gia vị, không phải nước lọc",31669
2143,Thịt gà lóc xương,xương gà,chicken bones,1,Thịt gà sốt nước tương,DIFFERENT,Thịt gà lóc xương khác hoàn toàn xương gà,31748
2155,khoai sáp vàng đã gọt sạch,khoai lang,sweet potato,1,Thịt heo quay kho chao,DIFFERENT,Khoai sáp khác hoàn toàn khoai lang,31881
2157,nguyệt quế,quế,Cinnamon,1,"Nạm bò, gân bò hầm",DIFFERENT,Lá nguyệt quế khác hoàn toàn vỏ quế,31909
2158,sốt cà pasta của,nui,pasta,1,Mý Ý Thịt Viên Sốt Cà Chuẩn Từ Đầu Bếp Trưởng Vùng Sicily Ý,DIFFERENT,Sốt cà pasta khác hoàn toàn nui,31976
2161,Kẹp gắp kéo cắt cọ quét,cọ,palm fruit,1,Thịt Nướng Hàn Quốc,DIFFERENT,"Dụng cụ (kéo, gắp) không phải nguyên liệu cọ",32009
2164,mắm tôm nguyên chất,nước mắm,fish sauce,1,Chả cá Lã Vọng với cá basa,DIFFERENT,Mắm tôm và nước mắm là hai loại khác nhau,32036
2170,ậu nưa,nước,water,1,Đậu nưa trộn thịt bằm sốt bbq,DIFFERENT,Đậu nưa (konjac) không phải nước lọc,32127
2173,Mắm hành,nước mắm,fish sauce,1,Đậu Hũ Chiên Chà Bông Mắm Hành,DIFFERENT,"Mắm hành là xốt, không phải nước mắm nguyên chất",32162
2178,nước cốt lá dứa,dứa,pineapple,1,RAU CÂU lá dứa-sữa dừa-cà phê,DIFFERENT,Lá dứa khác hoàn toàn quả dứa (thơm),32293
2179,nước cafe đen đậm đặc,nước,water,1,RAU CÂU lá dứa-sữa dừa-cà phê,DIFFERENT,"Cà phê đen là thức uống, không phải nước",32295
2181,lon cream soda,kem,cream,1,"Bò sốt vang, cream soda",DIFFERENT,"Cream soda là nước giải khát, không phải kem",32321
2186,Nước luộc chân giò thảo mộc,giò,pork sausage,1,Mỳ chân giò / mỳ bò thảo mộc,DIFFERENT,Nước luộc không phải là nguyên giò,32431
2188,bông chuối,chuối,banana,1,"Salad bông chuối, cải mầm ngọt, và cá hồi",DIFFERENT,"Bông chuối là hoa, không phải quả chuối",32440
2197,ồ chua củ cải cà rốt ngâm chua ngọt,cà chua,tomato,1,Bò Bía Chay,DIFFERENT,Củ cải cà rốt khác hoàn toàn cà chua,32596
2201,Dầu điều có thể thay dầu ăn,hạt điều,cashew,1,Thịt ba rọi xá xíu,DIFFERENT,"Dầu điều là chất béo, khác hạt điều nguyên hạt",32673
2203,rau basil khô hoặc rau ngò,Mè (Vừng),sesame seeds,1,Mỳ ý thịt xông khói sốt kem thơm béo !!!,DIFFERENT,"Basil/ngò là rau thơm, không phải mè vừng",32679
2214,cà rôt mini,cà tím,eggplant,1,Bánh canh gà và nấm,DIFFERENT,Cà rốt mini khác hoàn toàn cà tím,32853
2219,Bánh đa gạo lứt tuỳ ăn nhiều ít,bánh phở,pho noodles,1,Bánh đa gạo lứt nấu đậu hũ non,DIFFERENT,Bánh đa khác hoàn toàn bánh phở,32915
2220,chả mực hoặc mực viên,thịt viên,meatballs,1,Súp nấm hương rau củ thịt nguội,DIFFERENT,Chả mực/viên mực khác thịt viên (thường là heo/bò),32927
2224,Mướp đắng,mướp,luffa,1,Somtum Mực - Gỏi đu đủ mắm Thái + Mực,DIFFERENT,Mướp đắng (khổ qua) khác hoàn toàn mướp,32966
2226,men loại instant men khô không cần kích hoạt,cần tây,celery,1,Bánh mì mềm cuộn thịt,DIFFERENT,Men (yeast) khác hoàn toàn rau cần tây,32977
2232,tôm chay,tôm,shrimp,1,Bún gạo lức xào bò tôm mực (CHAY),DIFFERENT,Tôm chay khác hoàn toàn tôm thật,33160
2241,Súp lơ lấy phần vừa ăn thui nha,súp,soup,1,Mì xào trứng rau củ,DIFFERENT,"Súp lơ là rau, khác món súp",33275
2242,bắp hoa,nước,water,1,Phở Bắp Bò,DIFFERENT,Bắp hoa (thịt bò) khác hoàn toàn nước,33282
2244,nước nắm,nước,water,1,Thịt ram,DIFFERENT,"Nước mắm là gia vị, không phải nước lọc",33303
2245,rau ngũ gia bì,rau sống,fresh herbs,1,Rau ngũ gia bì xào trứng,DIFFERENT,Rau ngũ gia bì khác nhóm rau sống thông thường,33305
2253,Vỏ bánh đậu xanh cuốn chả giò Tìm mua dễ dàng tại các cửa hàng tạp hoá Giá giao động kbịch Mua bịch là đủ,đậu xanh,mung beans,1,Chả giò tôm thịt béo thơm đơn giản ❤️,DIFFERENT,"Vỏ bánh làm từ bột, không phải hạt đậu xanh",33413
2254,lá Lá rong biển cuốn cơm,cơm,cooked rice,1,Kimbap Cá Ngừ Ngâm Dầu,DIFFERENT,Lá rong biển khác hoàn toàn cơm,33459
2255,tỏi tây,tỏi,garlic,1,Thịt bò dần xào dứa,DIFFERENT,Tỏi tây (leek/poro) khác hoàn toàn tỏi ta,33471
2257,mì gói không lấy các gói gia vị,gia vị,seasoning,1,Mì Gói Xào Nấm Rơm Sốt Dầu Hào,DIFFERENT,"Mì gói là thực phẩm chính, không phải gia vị",33487
2263,cá rô,cá rô phi,tilapia,1,Cá rô chiên giòn,DIFFERENT,Cá rô (đồng) khác hoàn toàn cá rô phi,33637
2265,Tôm đất nguyên vỏ,tôm thẻ loại to,shrimp,1,Tôm rang gạo lứt cải thìa chả cá,DIFFERENT,"Tôm đất nhỏ, khác hoàn toàn tôm thẻ to",33644
2269,su hào nhỏ,su su,chayote,1,Rau củ xào giò nấm chay,DIFFERENT,Su hào khác hoàn toàn su su,33673
2272,boaro,nấm mèo,wood ear mushroom,1,"Miến xào măng, nấm",DIFFERENT,Boaro (hành tỏi tây) khác nấm mèo,33731
2279,nhỏ lá hẹ,lá,leaves,1,Bánh Xếp Mandu Nhân Thịt & Kim Chi Cay Chiên Nước,DIFFERENT,Lá hẹ khác hoàn toàn lá (chung),33920
2287,băp cai hanh lá,lá,leaves,1,Bún cá- chả cá - sứa Nha Trang,DIFFERENT,Hành lá khác hoàn toàn lá (chung),34103
2298,Sa,cá ba sa,pangasius fish,1,Bún Bò Huế(Xương Bò),DIFFERENT,Cá basa khác hoàn toàn xương bò/món bún bò,34184
2299,mực nang nhỏ hoặc mực ống mực lá nhỏ đều được,lá,leaves,1,Bún Mực Nang Baby,DIFFERENT,Mực nang/ống khác hoàn toàn mực lá,34221
2314,cá mặn tầm gr,cá tầm,sturgeon,1,Gỏi xoài cá mặn,DIFFERENT,"Cá mặn là cá khô muối, không phải cá tầm",34480
2323,phô mai con bò cười tán nhuyễn,thịt bò,beef,1,Mì thịt bằm bí ẩn,DIFFERENT,Phô mai khác hoàn toàn thịt bò,34609
2331,Nhân thịt và rau củ,rau sống,fresh herbs,1,Bánh Mặn Mini Nhân Thịt & Rau Củ,DIFFERENT,Nhân thịt rau củ khác rau sống,34754
2336,nước lọc chừng chén ăn cơm nước,cơm,cooked rice,1,Đậu hũ chiên sốt cà chua chay,DIFFERENT,Nước lọc khác hoàn toàn cơm,34837
2347,cà phê hòa tan,cà tím,eggplant,1,Bánh trung thu rau câu,DIFFERENT,Cà phê khác hoàn toàn cà tím,34949
2355,tôm biển hoang dã hoặc tôm gì cũng được,tôm viên,shrimp balls,1,Salad Cà Chua Tôm Biển,DIFFERENT,Tôm biển tươi khác với tôm viên,35058
2356,lá basil húng tây,Mè (Vừng),sesame seeds,1,Salad Cà Chua Tôm Biển,DIFFERENT,Lá basil khác hoàn toàn mè,35061
2358,súp lơ xanh,súp,soup,1,Tôm Xào Súp Lơ Xanh,DIFFERENT,"Súp lơ là rau, không phải súp",35086
2362,Mắm tép hoặc chai mắm nêm,tép,small shrimp,1,Cá lóc nướng nckd,DIFFERENT,Mắm tép/mắm nêm khác với con tép,35112
2364,hạt nên phở bò Aji quick,thịt bò,beef,1,Lẩu Bò Thuốc Bắc Ngày Mưa 🌧,DIFFERENT,Hạt nêm vị bò khác thịt bò,35133
2369,măm tôm,nước mắm,fish sauce,1,Canh bún giò heo,DIFFERENT,Mắm tôm khác hoàn toàn nước mắm,35166
2370,Rau củ nấu kèm,rau sống,fresh herbs,1,"Canh chân giò hầm với cà tím, đậu ve, và rau cải mầm",DIFFERENT,Rau củ nấu kèm khác rau sống,35202
2372,tôm con tôm nhỏ,tôm thẻ loại to,shrimp,1,Tôm viên sốt teriyaki cho bé >1y,DIFFERENT,Tôm con nhỏ khác với tôm thẻ to,35260
2375,Khoai sọ vừa,khoai môn,taro,1,Canh cua-khoai sọ-rau muống,DIFFERENT,Khoai sọ và khoai môn là khác nhau,35303
2376,tôm cang xanh,tôm thẻ loại to,shrimp,1,Canh chua tôm càng xanh hoa chuối,DIFFERENT,Tôm càng xanh khác tôm thẻ to,35349
2379,mướp đắng to,mướp,luffa,1,Đậu hũ xào mướp đắng,DIFFERENT,Mướp đắng (khổ qua) khác mướp,35391
2385,muông cà phê hat nêm,cà tím,eggplant,1,Chả nấm chay,DIFFERENT,Hạt nêm khác hoàn toàn cà tím,35528
2387,me rang,me,tamarind,1,Bóng cá chay chiên giòn mè rang,DIFFERENT,Mè rang khác hoàn toàn quả me,35534
2394,hoa thiên ly,nước,water,1,Thịt bò xào hoa thiên lý,DIFFERENT,"Hoa thiên lý là rau, không phải nước",35700
2396,chả lụa ớt,ớt,chili pepper,1,Bún Riêu Nấu Nấm Đông Trùng Hạ Thảo,DIFFERENT,Chả lụa ớt khác hoàn toàn ớt,35717
2397,tôm biển hấp,tôm viên,shrimp balls,1,Bún Riêu Nấu Nấm Đông Trùng Hạ Thảo,DIFFERENT,Tôm biển hấp khác tôm viên,35719
2400,hộp cà chua cô đặc hoặc sốt cà chua cho pizza,bánh pizza,pizza,1,Pizza Cá Ngừ Hộp & Mozzarella Tươi,DIFFERENT,Sốt cà chua khác đế bánh pizza,35756
2401,mít,mít non,young jackfruit,1,Thạch rau câu mít :,DIFFERENT,Mít chín khác mít non,35766
2403,Rau xà lách các loại rau thơm và rau cải đắng,rau cải đắng,bitter greens,1,Phở cuốn thịt bò,DIFFERENT,Hỗn hợp nhiều loại rau,35771
2405,Táo tàu,táo,apple,1,Canh đuôi heo củ sen,DIFFERENT,"Táo tàu là táo khô, khác táo tươi",35814
2407,t trái bỏ hạt,đậu,beans,1,Tàu hủ và thịt sốt sa tế,DIFFERENT,Ớt bỏ hạt không phải đậu,35842
2410,Gia vị trộn salad,salad,salad,1,"💚 Salad Nui Ống, Nấm, Cà Chua, Olive & Fêta Healthy (Vegetarian)",DIFFERENT,Gia vị trộn khác rau salad,35860
2415,Bơ đậu phộng tương đen,đậu đen,black beans,1,Cuốn đậu hũ eatclean,DIFFERENT,Bơ đậu phộng khác đậu đen,35957
2416,cà ri Nhật,cà tím,eggplant,1,Cơm thịt heo chiên xù và cà ri Nhật (curry katsu),DIFFERENT,Sốt cà ri không phải cà tím,35962
2418,bánh tráng gạo lức,gạo,rice,1,Bò lá lốt (eatclean-nckd),DIFFERENT,Bánh tráng là sản phẩm từ gạo,35974
2420,Gia vị ướp cá,cá hồi,salmon,1,Lườn Cá Hồi Teriyaki Nướng Cuốn Tỏi & Tía Tô,DIFFERENT,Gia vị ướp khác cá hồi,35988
2421,Nước tương Nhật Kikkoman,nước,water,1,Lườn Cá Hồi Teriyaki Nướng Cuốn Tỏi & Tía Tô,DIFFERENT,Nước tương không phải nước lọc,35992
